file,lang,original_word_count,desired_word_count,word_count,summarisation
cz_example_01.pdf,cz,12702,250,237,"Edin Džeko, narozený 17. března 1986 v Sarajevu, je významný a uznávaný bosenský fotbalový útočník, který aktuálně hraje za prestižní turecký klub Fenerbahçe. Během své dlouhé a úspěšné kariéry se stal jedním z nejlepších světových útočníků a je v širokém povědomí považován za jednu z největších postav bosenského fotbalu v moderní době. Džeko začal svou profesionální kariéru v klubu Željezničar Sarajevo, odkud poté hladce přešel do FK Teplice v České republice, kde se jako talentovaný útočník výrazně prosadil a stal se druhým nejlepším střelcem ligy. Poté přestoupil do německého Wolfsburgu, kde významně pomohl týmu získat první mistrovský titul v historii klubu. Po úspěšné éře ve Wolfsburgu následoval prestižní přestup do Manchesteru City, kde vyhrál dvě anglické Premier League a FA Cup, což značně přispělo k jeho renomé a zasloužené popularitě. Dále ještě hrál za AS Řím, kde se stal nejlepším střelcem klubu, a Inter Milán, s nímž vyhrál italský pohár a superpohár, což podtrhlo jeho talent a schopnosti na fotbalovém hřišti. Džeko je také historicky nejlepším střelcem bosenské reprezentace a prvním hráčem, který za ni odehrál více než 100 zápasů. Poznal úspěchy na Mistrovství světa a v evropských kvalifikacích, kde byl klíčovým hráčem a oporou pro tým. Mimo fotbal se Džeko aktivně věnuje charitě a mezi jeho osobní úspěchy patří také sledování své milující rodiny a dosažení vysokého vzdělání v oblasti sportovního managementu, což demonstruje jeho odhodlání dál rozvíjet své znalosti a dovednosti v tomto dynamickém oboru."
cz_example_01.pdf,cz,12702,500,471,"Edin Džeko, narozen 17. března 1986 v malebném a historickém Sarajevu, je talentovaný, velmi známý a uznávaný bosenský fotbalový útočník, který aktuálně hraje za prestižní turecký klub Fenerbahçe, který je jedním z nejuznávanějších a nejúspěšnějších fotbalových týmů v zemi. S působivou výškou 193 cm a přezdívkou 'Bosanski dijamant' se Džeko stal jedním z nejlepších a nejvíce respektovaných útočníků na celém fotbalovém světě. Proslavil se svými vynikajícími a nezapomenutelnými výkony, což mu přineslo širokou popularitu a obdiv mezi fotbalovými fanoušky po celém světě. Džeko zahájil svou profesionální kariéru v klubu Željezničar Sarajevo, odkud po úspěšné a zajímavé české etapě v klubech FK Teplice a Ústí nad Labem zamířil do německého Wolfsburgu, se kterým v roce 2009 vyhrál prestižní německou Bundesligu. Po tomto úspěšném a nezapomenutelném období, které udělalo velký dojem na fanoušky i odborníky, následovalo angažmá v Manchesteru City, kde se Džeko podílel na získání několika cenných a významných titulů v Premier League, včetně dramatického a nezapomenutelného vítězství v roce 2012. Tímto úspěchem se stal prvním bosenským hráčem, který vyhrál anglickou ligu, což z něj činilo významnou a ikonickou historickou postavu v historii tohoto sportu. Džeko pak přestoupil do AS Řím a během svého působení v tomto klubu se stal nejlepším střelcem klubu v sezoně 2016/17, přičemž svým skvělým gólem a výjimečným výkonem významně přispěl k nejlepšímu výsledku v Lize mistrů za více než 30 let, což bylo skutečně ohromující a uspokojivé nejen pro něj, ale také pro jeho fanoušky. Od roku 2021 hraje za Inter Milán a v červnu 2023 přestoupil do Fenerbahče, což bylo pro něj novou a vzrušující kapitolou v jeho dosavadní kariéře. Džeko je také kapitánem bosenské reprezentace, kde se stal historicky nejlepším střelcem a prvním hráčem s více než 100 starty, což je nesmírně důležitý a prestižní milník v jeho kariéře, který zdůrazňuje jeho neocenitelnou hodnotu pro národní tým. Je trojnásobným držitelem prestižní ceny 'Idol Nacije', která odpovídá ocenění Fotbalisty roku v Bosně a Hercegovině, což svědčí o jeho výjimečném talentu a neustálé popularitě mezi jeho fanoušky napříč celou zemí. Kromě své fotbalové kariéry je Džeko široce známý také svou charitativní činností, přičemž se stal prvním bosenským vyslancem UNICEF, což znamená, že se aktivně zapojuje do pomoci potřebným dětem po celém světě. Jeho rodina ho v jeho kariéře vždy plně podporovala a motivovala ve všech aspektech. Vedle sportovní dráhy je Džeko také vzdělaný a velmi inteligentní jedinec, mluví plynně několika jazyky, což mu umožňuje efektivně a bez problémů komunikovat s širokým spektrem lidí na mezinárodní scéně. Jeho téměř dvacetiletá kariéra, bohatá na významné a nezapomenutelné úspěchy, je skvělým dokladem jeho talentu, houževnatosti a odhodlání, což mu vyneslo postavení jedné z nejvýznamějších postav bosenského fotbalu. Jeho příběh také slouží jako inspirující příklad, jak je možné překonávat překážky prostřednictvím tvrdé a souvislé práce a oddanosti, což je inspirující a motivující pro mnoho jeho fanoušků a obdivovatelů po celém světě."
cz_example_01.pdf,cz,12702,1000,682,"Edin Džeko, narozený dne 17. března roku 1986 v Sarajevu, je známý a široce uznávaný bosenský profesionální fotbalista, který v současnosti hraje jako útočník za turecký klub Fenerbahçe. V tomto předním klubu se snaží efektivně přispět k úspěchům svého týmu v náročné soutěži, a přitom neustále ukazuje své vynikající dovednosti, zatímco současně vynikají i jeho cenné zkušenosti, což ho činí nesmírně důležitým a klíčovým hráčem svého týmu. Džeko začínal svou profesní kariéru právě v klubu Željezničar Sarajevo, odkud se díky své neúnavné tvrdé práci, nesmírnému odhodlání a vytrvalosti dostal přes české kluby Teplice a Ústí nad Labem, které mu poskytly dodatečné cenné herní zkušenosti a pomohly mu utvářet jeho budoucí výkony, a to až do bundesligového Wolfsburgu. Tam se Džeko stal velice významným a klíčovým hráčem, a dokonce si vysloužil pozici historicky nejlepším střelcem klubu. Na tomto prestižním místě prokázal excelentní talent a nezaměnitelné schopnosti na hřišti jako nikdo jiný, což přitahovalo pozornost mnoha skautů a renomovaných fotbalových odborníků z celého světa. S týmem Wolfsburg vyhrál v sezóně 2008/09 prestižní bundesligový titul, a tím se zařadil mezi jedny z nejlepších hráčů ve své pozici, což je pro něj jako fotbalistu obrovským a významným úspěchem. Tato trofej podtrhuje jeho výjimečné dovednosti jako útočníka a rovněž jasně vypovídá o jeho přínosu pro tým a jeho výkony. V roce 2011 přestoupil do slavného anglického fotbalového klubu Manchester City, kde velmi významně přispěl k zisku Premier League a vyhrál také prestižní FA Cup a Community Shield; tato vítězství byla pro něj nesmírně cenná a pro jeho kariéru rozhodující momenty, které ho posunuly dále na vrcholu britského fotbalu. Po pěti nesmírně úspěšných letech se Džeko rozhodl přestěhovat do AS Řím, kde se rychle stal nejoblíbenějším a nejlepším střelcem týmu, a jeho úspěchy, výkony a dosáhnuté cíle pomohly klubu dostat se až do semifinále Ligy mistrů UEFA, což je považováno za velký úspěch pro každého fotbalistu a hráče, jehož snaha, ambice a zápal přispívají značně k celkovému vývoji týmu. Později hrával také za Inter Milán, se kterým získal italský pohár a superpohár, čímž ještě více potvrdil své kvalitní schopnosti na evropské fotbalové scéně a ukázal, že patří mezi skutečnou špičku svých vrstevníků. Džeko je mimo jiné rovněž kapitánem bosenské reprezentační fotbalové reprezentace a legendárním historicky nejlepším střelcem v její dlouhé historii; toto jasně svědčí o jeho ohromném významu pro národní tým a jeho osvědčené vůdčí schopnosti, které byly pro tým velice cenné v mnoha důležitých okamžicích. Je známý pro svou fyzickou sílu, výbornou obratnost, mimořádnou schopnost střílet góly hlavou a přesnou kopací techniku, což ho činí neocenitelným hráčem na hřišti, a zejména ve složitých herních situacích, kdy dokáže svému týmu významně pomoci. Džeko je vysoce ceněn nejen pro své výkony na hřišti, ale také pro svou obrovskou podporu různých charitativních a humanitárních iniciativ, včetně významné spolupráce s UNICEF, což odhaluje jeho velké srdce a ochotu pomáhat potřebným lidem a dětem v těžkých životních situacích. Mluví plynně v několika světových jazycích, včetně bosenského, českého, německého, anglického a italského, čímž zdemonstroval jak svou zvýšenou inteligenci, tak také svůj mezinárodní přehled a schopnost efektivně komunikace s různými národy a kulturami, což jej činí velmi zajímavým a atraktivním pro fanoušky po celém světě, kteří sledovali jeho kariéru s velkým nadšením. Kromě své sportovní úspěšné kariéry je také aktivní v rodinném životě; je šťastně ženatý a má tři krásné děti, které mu přinášejí velkou radost a štěstí do jeho života, a snaží se být pro ně dobrým vzorem a příkladem, čímž prokazuje svoji hlubokou oddanost rodině. Vzhledem k jeho nepopiratelným úspěchům, talentu a oddanosti fotbalu je Edin Džeko jedním z nejrespektovanějších a nejuznávanějších hráčů současného fotbalu, a jeho pozoruhodná kariéra nadále inspiruje mnohé jeho fanoušky po celém světě, kteří jsou zvědaví a sledují jeho každý krok na hřišti s velkým zájmem, nadšením a fascinací. Jeho hra je plná vášnivosti a emocí, které přenáší na každý zápas s neobyčejnou silou, a přitahuje pozornost nejen jeho soupeřů, ale i mnoha odborníků, kteří oceňují jeho technické dovednosti a strategické myšlení v průběhu zápasů, což z něj činí skutečnou osobnost současného sportu, která měla a stále má na hráče a fotbal jako takový obrovský a trvalý vliv."
cz_example_02.pdf,cz,3402,250,233,"Mysterium Cosmographicum, první teologicko-astronomický spis Johanna Keplera, byl poprvé publikován v roce 1596 v Tübingenu. Cílem tohoto významného a důležitého díla bylo zásadní odhalení božských a univerzálních principů vesmíru prostřednictvím geometrického archetypálního modelu sluneční soustavy. Kepler se inspiroval heliocentrickou teorií Mikuláše Koperníka a položil si důležité otázky týkající se uspořádání a velikosti planetárních sfér v rámci našeho solárního systému. Toto fascinující dílo se také podrobně věnuje i pohybům planet a jejich přesným a důležitým vzdálenostem od Slunce. Keplerova hypotéza o vzájemných proporcích planet a také pravidelných geometrických útvarech, jako jsou platónská tělesa, se však později ukázala jako chybná a neplatná, i když jeho snaha podpořila heliocentrismus a zásadně změnila pohled na vesmír. Mysterium Cosmographicum je považováno za klíčové pro moderní astronomii, protože zformulovalo Keplerovy první inovativní způsoby výpočtu vzdáleností planet, avšak některé teze zůstaly neobjasněné a nevysvětlené. Problémy jako výstřednost drah planet nebo složitý vztah mezi vzdáleností a periodou oběhu zůstanou v jeho díle otevřené. Kepler závisel na radách svého učitele Michaela Mästlina a z obavy z obvinění z hereze zůstával opatrný, pečlivý a zdrženlivý v obhajobě heliocentrismu. Mysterium se stalo významným mostem mezi náboženstvím a vědou, obsahuje také důležité gnozeologické prvky a objasňuje Keplerovo myšlení o vesmíru jako geometrickém obrazu Boha. Vydání tohoto cenného díla mu přineslo uznání v akademických kruzích a prestižní postavení ve vědeckém světě, čímž zanechalo trvalý a zásadní vliv na astronomii a na mnoho dalších fascinujících oblastí vědy."
cz_example_02.pdf,cz,3402,400,365,"Mysterium Cosmographicum, publikované v roce 1596, je převratné a zásadní teologicko-astronomické dílo německého astronoma a váženého teologa Johanna Keplera. V tomto významném spisu se Kepler snažil odhalit božské principy, které řídí uspořádání celého vesmíru, a zároveň představuje první systematické zpracování heliocentrické teorie, jak ji formuloval významný vědec Mikuláš Koperník. Kepler vycházel z platónských idejí a navrhl model sluneční soustavy, který byl založen na vzájemných proporcích pěti pravidelných a geometrických platónských těles, která se pokusil umístit mezi orbity šesti známých a pečlivě zkoumaných planet — i když tento model se později ukázal jako nevhodný a chybný. Kepler se také věnoval důkladně a vůbec poprvé pohybům planet, jejich vzdálenostem od Slunce a diskutoval o různých aspektech planetárních oběžných drah, čímž významně přispěl k rozvoji a prohlubování astronomických poznatků. 

Celé dílo se skládá z 22 kapitol, které jsou pečlivě psány v latině a zároveň zrcadlí autorovu snahu obhájit heliocentrický pohled na svět bez jakéhokoli konfliktu s tehdejšími náboženskými dogmaty. Kniha se také vyznačuje osobním, introspektivním a hluboce zamyšleným tónem, kdy Kepler otevřeně hovoří o svých neúspěších a slepých uličkách ve svém dlouhém a obtížném výzkumu. Důležitá je jeho filozofická koncepce, podle které vesmír představuje dokonalý a harmonický geometrický obraz Boha, přičemž jednotlivé božské aspekty personifikuje jako Slunce, hvězdy a nevšední meziplanetární prostor. 

Kepler při psaní Mysteria pečlivě konzultoval i různé důležité aspekty s kolegou Michaelem Mästlinem, a jeho průkopnická práce si postupně získala zasloužené uznání ve vzdělaneckých a vědeckých kruzích, což vedlo k jeho postavení jako významného a vlivného vědce na poli astronomie. I když byl Keplerův model zkreslený a vyžadoval důkladnou revizi, Mysterium Cosmographicum se stalo klíčovým a inspirativním textem, který posunul astronomii směrem k modernímu chápání vesmíru a položil základy pro pozdější Keplerovy zákony planetárního pohybu. Po vydání této revoluční a přelomové knihy se Kepler těšil širokému ohlasu u známých a tehdy uznávaných astronomů a jeho práce byla zásadní pro rozvoj moderní astronomie i filozofie.

Toto významné a historické dílo je často považováno za most mezi náboženstvím a vědou, ukazující, jak se Kepler snažil synergicky spojit teologické a astronomické myšlení. Význam Mysterium Cosmographicum byl v podstatě v tom, že z něho vzešly nové přístupy v astronomii a inspirovalo to pozdější významné vědecké myšlení o složitém vesmíru."
cz_example_03.txt,cz,405,100,102,"Článek podrobně analyzuje postoje ruských opozičních vůdců, kteří se po svém propuštění vyjádřili kriticky a skepticky o Západu a naléhali na oslabení sankcí proti Rusku, přičemž důrazně zdůrazňovali, že Putin a Rusko rozhodně nejsou totéž. Podle Ilji Jašina existuje silná touha vrátit se zpět do Ruska, i přes obavy o osobní bezpečnost. Andrej Pivovarov kategoricky odmítl jakoukoli pomoc Ukrajinské armádě, zatímco diskuze o podpoře ruského lidu, který je údajně většinově proti Putinovi, se zdála paradoxní a matoucí. Autor porovnává tuto současnou situaci s historickými událostmi a kritizuje opozičníky jako 'užitečné idioty', což naznačuje, že jejich zájmy se zjevně neshodují se zájmy Západu."
cz_example_03.txt,cz,405,150,142,"V článku Saši Mitrofanova se podrobně zaměřuje na nedávné a kontroverzní výroky ruských opozičníků, kteří po svém nedávném propuštění prohlásili, že Západ by měl potrestat pouze Putinovy zločince a nikoli zasahovat do záležitostí Ruska. Příklady jako Vladimir Kara-Murza a Ilja Jašin jasně podporují myšlenku, že by Západ měl zvážit zmírnění sankcí, přičemž obě postavy tvrdí, že ruský lid trpí nejvíce. Takové výroky však nezmiňují důležitou podporu Ukrajiny; naopak, Andrej Pivovarov agresivně označil pomoc ukrajinské armádě za naprosto nepřijatelnou. Mitrofanov důrazně kritizuje tyto problematické postoje, označuje je za projev 'užitečného idiotství', jelikož tito politici hledají spíše oporu v ruské veřejnosti, než aby se skutečně postavili proti Putinovu režimu. Autor důrazně varuje, že tito jedinci nemohou být spolehlivými spolubojovníky Západu v boji proti ruskému imperialismu, neboť většina ruských opozičníků v cizině bojuje především za moc a osobní zájmy, nikoli za skutečné změny ve společnosti."
sk_example_01.pdf,sk,6700,250,230,"Neil Armstrong (5. augusta 1930 - 25. augusta 2012) bol významný a veľmi vplyvný americký astronaut, letecký inžinier a prvý človek, ktorý skutočne stanul na povrchu Mesiaca počas historickej misie Apollo 11, ktorá sa uskutočnila 20. júla 1969. Predtým, ako sa úspešne stal astronautom, slúžil v americkom námorníctve, kde vykonával testovanie nových a inovovaných lietadiel a absolvoval štúdium leteckého inžinierstva na prestížnej Purdueovej univerzite, kde sa stal skutočne vášnivým a zanieteným pilotom. Armstrongov prvý kozmický let bol na prestížnej misii Gemini 8 v marci 1966, kde spolu s kolegom Davidom Scottom uskutočnili historicky významné prvé spojenie dvoch vesmírnych telies na obežnej dráhe okolo našej Zeme. Po úspešnej a veľmi historickej misii Apollo 11, kde predniesol slávny a nezabudnuteľný výrok 'Je to malý krok pre človeka, obrovský skok pre ľudstvo', sa stal globálne známym a symbolom neuveriteľných úspechov v oblasti vesmíru a preskúmavania. Po odchode z NASA v roku 1971 sa stal profesorom na univerzite v Cincinnati a počas svojej kariéry pracoval v rôznych významných správnych radách a inštitúciách. Zomrel v auguste 2012 na komplikácie po operácii srdca. Jeho trvalý a nezmazateľný odkaz žije v mnohých pomenovaniach po ňom, vrátane názvov kráterov na Mesiaci a asteroidu nesúceho jeho priezvisko. Armstronga si pamätajú ako skromného hrdinu, ktorý aj po svojej obrovskej sláve žil v ústraní a odmietal mediálnu pozornosť, pričom sa s nadšením a odhodlaním zasadzoval o pokoru a úprimnú službu verejnosti."
sk_example_01.pdf,sk,6700,500,389,"Neil Alden Armstrong, narodený 5. augusta v roku 1930 vo Wapakonete, Ohio, bol nesmierne excelentný a výnimočne talentovaný americký astronaut, ktorý sa navždy zapísal do histórie ako prvý človek, ktorý majestátne a hrdinsky vstúpil na magický povrch Mesiaca. Počas svojej bohatej a úspešnej profesionálnej kariéry slúžil ako odvážny a statočný pilot amerického námorníctva, kde sa hrdinsky zúčastnil Kórejskej vojny, a neskôr sa stal skúšobným pilotom pre Národný poradný výbor pre letectvo (NACA) a neskôr aj pre prestížnu organizáciu NASA, čo bol zásadný krok, ktorý úžasne vyskúšal jeho ohromné schopnosti v náročných a extrémnych podmienkach, ako aj v komplikovaných a stresujúcich situáciách, s ktorými sa musel vyrovnať. Armstrong, ktorý bol známy svojou neochvejné odolnosťou a neuveriteľnou odvahou, sa zúčastnil dvoch významných kozmických misií, a to Gemini 8, kde úspešne vykonal prvé historické spojenie dvoch telies na obežnej dráhe, čo bol revolučný a prelomový moment v letectve, a Apollo 11, na ktorej 20. júla 1969, ako veliteľ s obrovskou a ohromnou hrdosťou, pristál na Mesiaci spolu s Edwinom 'Buzz' Aldrinom. Na tejto historickej a nezabudnuteľnej misii vyslal Armstrong svoje legendárne a nezabudnuteľné slová do histórie: 'Je to malý krok pre človeka, ale zároveň obrovský skok pre celé ľudstvo.' Po úspešných misiách s radosťou a pokorou skromne vrátil do civilného života, kde sa zaviazal k vyučovaniu na prestížnej univerzite v Cincinnati, a bol aktívnym a angažovaným členom správnych rád rôznych renomovaných firiem a organizácií, ktoré sa zaoberali inováciami v oblasti technológie a vedy. Zomrel 25. augusta v roku 2012 v Cincinnati, Ohio, na veľmi vážne komplikácie po chirurgickom zákroku, ktorý sa ukázal byť nečakaný, ťažký a nepredvídateľný. Armstrong neustále zostával skromný a pokorný, hoci jeho neuveriteľné a pozoruhodné úspechy mu priniesli medzinárodné uznanie a obdiv od odbornej komunity aj širokej verejnosti, ktorá si ho nesmierne vážila a uznávala, a každý z jeho krokov inšpiroval množstvo ľudí. Po ňom je pomenovaných množstvo miest, ulíc, parkov a dokonca aj mená asteroidy a krátery na Mesiaci, ktoré zohrávajú mimoriadne dôležitú úlohu v oblasti astronómie a kozmológie. Jeho dedičstvo zanechalo nevymazateľnú a hlbokú stopu v histórii letectva a kozmonautiky, a dodnes je považovaný za jedného z najväčších hrdinov a vzorov v oblasti kozmického prieskumu, inšpirujúceho mnoho ďalších generácií mladých vedcov a astronautov na celom svete, ktorí sa odvážne snažia dosiahnuť svoje vlastné sny, ambície a vízie a prispieť k pokroku ľudstva a jeho rozvoju v budúcnosti."
sk_example_01.pdf,sk,6700,700,573,"Neil Alden Armstrong, narodený 5. augusta 1930 vo Wapakonete v Ohiu, bol skutočne významný a v mnohých ohľadoch výnimočný americký astronaut, uznávaný letecký inžinier a priekopník vo všetkých oblastiach vesmírnych misií, ktorý sa stal prvým človekom na svete, ktorý vkročil na Mesiac, čo je pozoruhodný a historický míľnik v dejinách ľudstva. Po úspešnom absolvovaní renomovanej Purdueovej univerzity, kde s obrovským záujmom a veľkým nadšením študoval letecké inžinierstvo, skutočne exceloval, slúžil v americkom námorníctve, kde sa odvážne a hrdinsky zúčastnil Kórejskej vojny a získal cennú pilotnú licenciu, ktorá mu otvorila dvere do fascinujúceho sveta letectva, čím si vybudoval pevný základ a predpoklady pre svoju neskoršiu kariéru. V roku 1962, nasledujúc svoje ambície a snahy v oblasti vesmírneho prieskumu, sa múdro pripojil k NASA ako astronaut, čo predstavovalo najvýznamnejší prelom v jeho kariére a životnej ceste, ktorá sa pre mnohých stala vzorom a inšpiráciou. Jeho prvým kozmickým letom, ktorý mal nesmierny význam pre rozvoj astronautiky a vesmírneho výskumu, bola misia Gemini 8, kde vykonal revolučné prvé spojenie dvoch telies na obežnej dráhe, čím demonštroval úžasné technológie a inžinierske zručnosti, ktoré zmenili pohľad na vesmírne lety a posunuli hranice poznania do úplne nových dimenzií. V roku 1969 sa zúčastnil veľmi významnej a historickej misie Apollo 11, na ktorej, 20. júla, majestátne pristál na Mesiaci spolu s Edwinom Aldrinom. Odhodlaný sa stať svetoznámy, Armstrong sa stal prvým človekom, ktorý vystúpil na jeho povrch, pričom nezabudol poznamenať svoje slávne slová s hláškou, ktorá zostala hlboko v pamäti mnohých, 'Je to malý krok pre človeka, obrovský skok pre ľudstvo', ktoré majú hlboký a trvalý význam pre celé ľudstvo a jeho budúcnosť. Po tejto historickej a bezprecedentnej misii, ktorá prinesla obrovský úspech pre NASA a celý vedecký svet, Armstrong vyučoval na prestížnej univerzite v Cincinnati, kde zdieľal svoje cenné skúsenosti a poznatky s budúcimi generáciami talentovaných vedcov a inžinierov, čím inšpiroval mnohých mladých ľudí k hľadaniu vlastnej vášne a spektru možností vo vedách. V tejto dobe sa angažoval aj v rôznych významných spoločnostiach a podnikoch spojených s vesmírnym prieskumom, čím prispel k ďalším podstatným pokrokom v tejto oblasti, zdôrazňujúc význam spolupráce medzi súkromným a verejným sektorom, čo zvýrazňuje nutnosť spojenia inovácií a investícií. Napriek množstvu lákavých ponúk vstúpiť do politiky od vysokopostavených osôb, odmietal ich, a zostával verný svojmu poslaniu, ktoré zahŕňalo vášnivú prácu v oblasti vedy a inžinierstva, hoci niektoré pozície by mu mohli priniesť väčšiu popularitu a slávu. Dňa 25. augusta 2012, tragicky a predčasne zomrel na komplikácie po operácii srdca, čo zasiahlo mnohých jeho obdivovateľov a kolegov v oblasti astronautiky a vedeckého prieskumu, a mnohí sa s ním prišli rozlúčiť na jeho poslednej ceste v atmosfére smútenia a úcty. Dôkazom jeho trvalého dedičstva sú mnohé významné ocenenia, ako je Prestížna Prezidentská medaila slobody a kráter na Mesiaci pomenovaný po ňom, ktorý nás všetkých pripomína jeho neuveriteľný prínos k vedám, technológiám a zároveň k našej kolektívnej budúcnosti. Jeho pamiatku si ctí množstvo škôl, ulíc, pamätníkov a vedeckých zariadení, ktoré sú pomenované jeho menom, pričom zostáva trvalým symbolom odvahy, vytrvalosti a inžinierskeho pokroku v oblasti kozmických letov, ako aj prenikavého myslenia, ktoré tak veľmi presahovalo svoju dobu. V priebehu rokov jeho odvaha, oddanosť a neúnavná práca inšpirujú ľudí po celom svete k novým objavom, pokroku a inováciám v technológii, ako aj k nasledujúcim zásadným krokom v oblasti vesmírneho prieskumu a pokroku v iných oblastiach, čím vytvárajú inšpiráciu a motiváciu pre budúce generácie všetkých, ktorí snívajú a usilujú o to, aby dosiahli vešmi možné ciele a splnili svoje životné sny."
sk_example_03.txt,sk,401,100,96,"Guy de Maupassant (1850-1893) bol významný francúzsky spisovateľ, známy a uznávaný ako zakladateľ moderných poviedok. Narodený v chudobnej rodine v malebnej Normandii, jeho písanie často odráža témy chudoby a alienácie, pričom niektoré jeho poviedky majú fascinujúce prvky hororu a sci-fi. Vyštudoval pod odborným vedením Gustava Flauberta a jeho prolifická tvorba priniesla literárny úspech, ale aj rozruch a kritiku. Hoci sa preslávil románmi, ktoré osobne nemal v obľube, písal ich iba kvôli požiadavkám publika. Jeho psychické problémy vyvrcholili tragickým pokusom o samovraždu, čo viedlo k jeho bolestnej izolácii v sanatóriu, kde zomrel a je pochovaný v Paríži."
sk_example_03.txt,sk,401,150,144,"Guy de Maupassant (1850-1893) bol veľmi významný francúzsky spisovateľ, považovaný za otca moderných poviedok. Narodil sa v krásnom kaštieli v Normandii, pričom pochádzal z chudobnej rodiny, pričom jeho detstvo formoval rozpad rodičovského manželstva a psychické traumy spojené s jeho zložitým pôvodom. Jeho literárna kariéra bola významne ovplyvnená tradičnými témami chudoby a života, pričom niektoré z jeho poviedok majú prvky hororu a sci-fi, ktoré sú veľmi zaujímavé. Maupassant sa učil pod vedením uznávaného Gustava Flauberta, no nielenže sa vyrovnával s ťažkosťami doby, ale tiež s množstvom kritiky ohľadom svojej plodnosti, ktorá nie vždy zodpovedala vysokej kvalite jeho literárnej produkcie. Napriek tomu, že jeho romány ako 'Život', 'Miláčik' a 'Naše srdce' zaznamenali veľký úspech, on sám považoval tento žáner za veľmi neobľúbený. Jeho psychická nestabilita vyvrcholila dramatickým pokusom o samovraždu a následným dlhodobým pobytom v renomovanom sanatóriu, kde trpel psychickými problémami až do svojej tragickej smrti."
